2660	46	2660	2660	2660	45	2660	46	2660	44	2660	2660	2660	2660	
2668	54	2668	2668	2668	53	2668	54	2668	52	2668	2668	2668	2668	
2702	88	2702	2702	2702	87	2702	88	2702	86	2702	2702	2702	2702	
2718	1	2718	2718	2718	103	2718	104	2718	102	2718	2718	2718	2718	
2749	32	2749	2749	2749	31	2749	34	2752	34	2752	2752	2752	2752	
2772	55	2772	2772	2772	54	2772	54	2772	54	2772	2772	2772	2772	
2798	81	2798	2798	2798	80	2798	80	2798	80	2798	2798	2798	2798	
2821	0	2821	2821	2821	0	2821	0	2821	0	2821	2821	2821	2821	
2848	27	2848	2848	2848	27	2848	27	2848	27	2848	2848	2848	2848	
2867	46	2867	2867	2867	46	2867	46	2867	46	2867	2867	2867	2867	
2899	78	2899	2899	2899	78	2899	78	2899	78	2899	2899	2899	2899	
2919	98	2919	2919	2919	98	2919	98	2919	98	2919	2919	2919	2919	
2951	25	2951	2951	2951	26	2951	25	2951	25	2951	2951	2951	2951	
2969	43	2969	2969	2969	44	2969	43	2969	43	2969	2969	2969	2969	
3000	74	3000	3000	3000	75	3000	74	3000	74	3000	3000	3000	3000	
3019	93	3019	3019	3019	94	3019	93	3019	93	3019	3019	3019	3019	
3042	16	3042	3042	3042	16	3042	16	3042	12	3042	3042	3042	3042	
3070	44	3070	3070	3070	44	3070	44	3070	40	3070	3070	3070	3070	
3098	72	3098	3098	3098	72	3098	72	3098	68	3098	3098	3098	3098	
3118	92	3118	3118	3118	92	3118	92	3118	88	3118	3118	3118	3118	
3149	19	3149	3149	3149	19	3149	19	3149	15	3149	3149	3149	3149	
3169	39	3169	3169	3169	39	3169	39	3169	35	3169	3169	3169	3169	
3204	74	3204	3204	3204	74	3204	74	3204	70	3204	3204	3204	3204	
3219	89	3219	3219	3219	89	3219	89	3219	85	3219	3219	3219	3219	
3248	13	3248	3248	3248	13	3248	13	3248	12	3248	3248	3248	3248	
3274	39	3274	3274	3274	39	3274	39	3274	38	3274	3274	3274	3274	
3293	58	3293	3293	3293	58	3293	58	3293	57	3293	3293	3293	3293	
3320	85	3320	3320	3320	85	3320	85	3320	84	3320	3320	3320	3320	
3347	8	3347	3347	3347	8	3347	8	3347	8	3347	3347	3347	3347	
3367	28	3367	3367	3367	28	3367	28	3367	28	3367	3367	3367	3367	
3402	63	3402	3402	3402	63	3402	63	3402	63	3402	3402	3402	3402	
